Soil,State,District,Season,water,crop
alluvial soil,Bihar,SITAMARHI,Kharif,high,Rice
alluvial soil,Bihar,SITAMARHI,Rabi,medium,Masoor
alluvial soil,Bihar,SITAMARHI,Summer,high,Rice
alluvial soil,Bihar,SITAMARHI,Winter,high,Rice
alluvial soil,Bihar,SIWAN,Autumn,high,Rice
alluvial soil,Bihar,SIWAN,Kharif,high,Rice
alluvial soil,Bihar,SIWAN,Rabi,medium,Masoor
alluvial soil,Bihar,SIWAN,Summer,high,Rice
alluvial soil,Bihar,SIWAN,Winter,high,Rice
alluvial soil,Bihar,SUPAUL,Autumn,high,Rice
alluvial soil,Bihar,SUPAUL,Kharif,high,Rice
alluvial soil,Bihar,SUPAUL,Rabi,medium,Masoor
alluvial soil,Bihar,SUPAUL,Summer,high,Rice
alluvial soil,Bihar,SUPAUL,Winter,high,Rice
alluvial soil,Bihar,VAISHALI,Autumn,high,Rice
alluvial soil,Bihar,VAISHALI,Kharif,high,Rice
alluvial soil,Bihar,VAISHALI,Rabi,medium,Masoor
alluvial soil,Bihar,VAISHALI,Summer,high,Rice
alluvial soil,Bihar,VAISHALI,Winter,high,Rice
alluvial soil,Chandigarh,CHANDIGARH,Kharif,high,Rice
alluvial soil,Chandigarh,CHANDIGARH,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,BALOD,Kharif,high,Rice
alluvial soil,Chhattisgarh,BALOD,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,BALODA BAZAR,Kharif,high,Rice
alluvial soil,Chhattisgarh,BALODA BAZAR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,BALRAMPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,BALRAMPUR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,BASTAR,Kharif,high,Rice
alluvial soil,Chhattisgarh,BASTAR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,BEMETARA,Kharif,high,Rice
alluvial soil,Chhattisgarh,BEMETARA,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,BIJAPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,BILASPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,BILASPUR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,DANTEWADA,Kharif,high,Rice
alluvial soil,Chhattisgarh,DHAMTARI,Kharif,high,Rice
alluvial soil,Chhattisgarh,DHAMTARI,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,DURG,Kharif,high,Rice
alluvial soil,Chhattisgarh,DURG,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,GARIYABAND,Kharif,high,Rice
alluvial soil,Chhattisgarh,GARIYABAND,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,JANJGIR-CHAMPA,Kharif,high,Rice
alluvial soil,Chhattisgarh,JANJGIR-CHAMPA,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,JASHPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,JASHPUR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,KABIRDHAM,Kharif,high,Rice
alluvial soil,Chhattisgarh,KABIRDHAM,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,KANKER,Kharif,high,Rice
alluvial soil,Chhattisgarh,KANKER,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,KONDAGAON,Kharif,high,Rice
alluvial soil,Chhattisgarh,KONDAGAON,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,KORBA,Kharif,high,Rice
alluvial soil,Chhattisgarh,KORBA,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,KOREA,Kharif,high,Rice
alluvial soil,Chhattisgarh,KOREA,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,MAHASAMUND,Kharif,high,Rice
alluvial soil,Chhattisgarh,MAHASAMUND,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,MUNGELI,Kharif,high,Rice
alluvial soil,Chhattisgarh,MUNGELI,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,NARAYANPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,RAIGARH,Kharif,high,Rice
alluvial soil,Chhattisgarh,RAIGARH,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,RAIPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,RAIPUR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,RAJNANDGAON,Kharif,high,Rice
alluvial soil,Chhattisgarh,RAJNANDGAON,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,SUKMA,Kharif,high,Rice
alluvial soil,Chhattisgarh,SURAJPUR,Kharif,high,Rice
alluvial soil,Chhattisgarh,SURAJPUR,Rabi,medium,Masoor
alluvial soil,Chhattisgarh,SURGUJA,Kharif,high,Rice
alluvial soil,Chhattisgarh,SURGUJA,Rabi,medium,Masoor
alluvial soil,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif,high,Rice
alluvial soil,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Rabi,high,Rice
alluvial soil,Goa,NORTH GOA,Kharif,high,Rice
alluvial soil,Goa,NORTH GOA,Rabi,high,Rice
alluvial soil,Goa,SOUTH GOA,Kharif,high,Rice
alluvial soil,Goa,SOUTH GOA,Rabi,high,Rice
alluvial soil,Gujarat,AHMADABAD,Kharif,high,Rice
alluvial soil,Gujarat,AHMADABAD,Summer,high,Rice
alluvial soil,Gujarat,AHMADABAD,Whole Year,high,Rice
alluvial soil,Gujarat,AMRELI,Kharif,high,Rice
alluvial soil,Gujarat,ANAND,Kharif,high,Rice
alluvial soil,Gujarat,ANAND,Summer,high,Rice
alluvial soil,Gujarat,BHARUCH,Kharif,high,Rice
alluvial soil,Gujarat,BHARUCH,Summer,high,Rice
alluvial soil,Gujarat,BHARUCH,Whole Year,high,Rice
alluvial soil,Gujarat,BHAVNAGAR,Kharif,high,Rice
alluvial soil,Gujarat,BHAVNAGAR,Whole Year,high,Rice
alluvial soil,Gujarat,DANG,Kharif,high,Rice
alluvial soil,Gujarat,DANG,Whole Year,high,Rice
alluvial soil,Gujarat,DOHAD,Kharif,high,Rice
alluvial soil,Gujarat,GANDHINAGAR,Kharif,high,Rice
alluvial soil,Gujarat,GANDHINAGAR,Summer,high,Rice
alluvial soil,Gujarat,GANDHINAGAR,Whole Year,high,Rice
alluvial soil,Gujarat,JUNAGADH,Kharif,high,Rice
alluvial soil,Gujarat,JUNAGADH,Whole Year,high,Rice
alluvial soil,Gujarat,KHEDA,Kharif,high,Rice
alluvial soil,Gujarat,KHEDA,Summer,high,Rice
alluvial soil,Gujarat,KHEDA,Whole Year,high,Rice
alluvial soil,Gujarat,MAHESANA,Kharif,high,Rice
alluvial soil,Gujarat,MAHESANA,Whole Year,high,Rice
alluvial soil,Gujarat,NARMADA,Kharif,high,Rice
alluvial soil,Gujarat,NARMADA,Summer,high,Rice
alluvial soil,Gujarat,NAVSARI,Kharif,high,Rice
alluvial soil,Gujarat,NAVSARI,Summer,high,Rice
alluvial soil,Gujarat,PANCH MAHALS,Kharif,high,Rice
alluvial soil,Gujarat,PANCH MAHALS,Summer,high,Rice
alluvial soil,Gujarat,PANCH MAHALS,Whole Year,high,Rice
alluvial soil,Gujarat,SABAR KANTHA,Kharif,high,Rice
alluvial soil,Gujarat,SABAR KANTHA,Whole Year,high,Rice
alluvial soil,Gujarat,SURAT,Kharif,high,Rice
alluvial soil,Gujarat,SURAT,Summer,high,Rice
alluvial soil,Gujarat,SURAT,Whole Year,high,Rice
alluvial soil,Gujarat,SURENDRANAGAR,Kharif,high,Rice
alluvial soil,Gujarat,SURENDRANAGAR,Whole Year,high,Rice
alluvial soil,Gujarat,TAPI,Kharif,high,Rice
alluvial soil,Gujarat,TAPI,Summer,high,Rice
alluvial soil,Gujarat,VADODARA,Kharif,high,Rice
alluvial soil,Gujarat,VADODARA,Whole Year,high,Rice
alluvial soil,Gujarat,VALSAD,Kharif,high,Rice
alluvial soil,Gujarat,VALSAD,Summer,high,Rice
alluvial soil,Gujarat,VALSAD,Whole Year,high,Rice
alluvial soil,Haryana,AMBALA,Kharif,high,Rice
alluvial soil,Haryana,AMBALA,Rabi,medium,Masoor
alluvial soil,Haryana,BHIWANI,Kharif,high,Rice
alluvial soil,Haryana,BHIWANI,Rabi,medium,Masoor
alluvial soil,Haryana,FARIDABAD,Kharif,high,Rice
alluvial soil,Haryana,FARIDABAD,Rabi,medium,Masoor
alluvial soil,Haryana,FATEHABAD,Kharif,high,Rice
alluvial soil,Haryana,FATEHABAD,Rabi,medium,Masoor
alluvial soil,Haryana,GURGAON,Kharif,high,Rice
alluvial soil,Haryana,GURGAON,Rabi,medium,Masoor
alluvial soil,Haryana,HISAR,Kharif,high,Rice
alluvial soil,Haryana,HISAR,Rabi,medium,Masoor
alluvial soil,Haryana,JHAJJAR,Kharif,high,Rice
alluvial soil,Haryana,JHAJJAR,Rabi,medium,Masoor
alluvial soil,Haryana,JIND,Kharif,high,Rice
alluvial soil,Haryana,JIND,Rabi,medium,Masoor
alluvial soil,Haryana,KAITHAL,Kharif,high,Rice
alluvial soil,Haryana,KAITHAL,Rabi,medium,Masoor
alluvial soil,Haryana,KARNAL,Kharif,high,Rice
alluvial soil,Haryana,KARNAL,Rabi,medium,Masoor
alluvial soil,Haryana,KURUKSHETRA,Kharif,high,Rice
alluvial soil,Haryana,KURUKSHETRA,Rabi,medium,Masoor
alluvial soil,Haryana,MAHENDRAGARH,Kharif,high,Rice
alluvial soil,Haryana,MEWAT,Kharif,high,Rice
alluvial soil,Haryana,MEWAT,Rabi,medium,Masoor
alluvial soil,Haryana,PALWAL,Kharif,high,Rice
alluvial soil,Haryana,PALWAL,Rabi,medium,Masoor
alluvial soil,Haryana,PANCHKULA,Kharif,high,Rice
alluvial soil,Haryana,PANCHKULA,Rabi,medium,Masoor
alluvial soil,Haryana,PANIPAT,Kharif,high,Rice
alluvial soil,Haryana,PANIPAT,Rabi,medium,Masoor
alluvial soil,Haryana,REWARI,Kharif,high,Rice
alluvial soil,Haryana,ROHTAK,Kharif,high,Rice
alluvial soil,Haryana,ROHTAK,Rabi,medium,Masoor
alluvial soil,Haryana,SIRSA,Kharif,high,Rice
alluvial soil,Haryana,SIRSA,Rabi,medium,Masoor
alluvial soil,Haryana,SONIPAT,Kharif,high,Rice
alluvial soil,Haryana,SONIPAT,Rabi,medium,Masoor
alluvial soil,Haryana,YAMUNANAGAR,Kharif,high,Rice
alluvial soil,Haryana,YAMUNANAGAR,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,BILASPUR,Kharif,high,Rice
alluvial soil,Himachal Pradesh,BILASPUR,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,BILASPUR,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,CHAMBA,Kharif,high,Rice
alluvial soil,Himachal Pradesh,CHAMBA,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,CHAMBA,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,HAMIRPUR,Kharif,high,Rice
alluvial soil,Himachal Pradesh,HAMIRPUR,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,HAMIRPUR,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,KANGRA,Kharif,high,Rice
alluvial soil,Himachal Pradesh,KANGRA,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,KANGRA,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,KINNAUR,Kharif,high,Rice
alluvial soil,Himachal Pradesh,KINNAUR,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,KINNAUR,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,KULLU,Kharif,high,Rice
alluvial soil,Himachal Pradesh,KULLU,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,KULLU,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,LAHUL AND SPITI,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,MANDI,Kharif,high,Rice
alluvial soil,Himachal Pradesh,MANDI,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,MANDI,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,SHIMLA,Kharif,high,Rice
alluvial soil,Himachal Pradesh,SHIMLA,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,SHIMLA,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,SIRMAUR,Kharif,high,Rice
alluvial soil,Himachal Pradesh,SIRMAUR,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,SIRMAUR,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,SOLAN,Kharif,high,Rice
alluvial soil,Himachal Pradesh,SOLAN,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,SOLAN,Rabi,medium,Masoor
alluvial soil,Himachal Pradesh,UNA,Kharif,high,Rice
alluvial soil,Himachal Pradesh,UNA,Kharif,medium,Masoor
alluvial soil,Himachal Pradesh,UNA,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,ANANTNAG,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,BADGAM,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,BANDIPORA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,BARAMULLA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,BARAMULLA,Kharif,medium,Masoor
alluvial soil,Jammu and Kashmir,DODA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,DODA,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,GANDERBAL,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,JAMMU,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,JAMMU,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,KATHUA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,KATHUA,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,KISHTWAR,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,KISHTWAR,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,KULGAM,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,KUPWARA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,LEH LADAKH,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,POONCH,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,PULWAMA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,PULWAMA,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,RAJAURI,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,RAMBAN,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,REASI,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,REASI,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,SAMBA,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,SAMBA,Rabi,medium,Masoor
alluvial soil,Jammu and Kashmir,SHOPIAN,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,SRINAGAR,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,UDHAMPUR,Kharif,high,Rice
alluvial soil,Jammu and Kashmir,UDHAMPUR,Rabi,medium,Masoor
alluvial soil,Jharkhand,BOKARO,Autumn,high,Rice
alluvial soil,Jharkhand,BOKARO,Winter,high,Rice
alluvial soil,Jharkhand,CHATRA,Autumn,high,Rice
alluvial soil,Jharkhand,CHATRA,Rabi,medium,Masoor
alluvial soil,Jharkhand,CHATRA,Winter,high,Rice
alluvial soil,Jharkhand,DEOGHAR,Autumn,high,Rice
alluvial soil,Jharkhand,DEOGHAR,Rabi,medium,Masoor
alluvial soil,Jharkhand,DEOGHAR,Winter,high,Rice
alluvial soil,Jharkhand,DHANBAD,Autumn,high,Rice
alluvial soil,Jharkhand,DHANBAD,Winter,high,Rice
alluvial soil,Jharkhand,DUMKA,Autumn,high,Rice
alluvial soil,Jharkhand,DUMKA,Rabi,medium,Masoor
alluvial soil,Jharkhand,DUMKA,Winter,high,Rice
alluvial soil,Jharkhand,EAST SINGHBUM,Autumn,high,Rice
alluvial soil,Jharkhand,EAST SINGHBUM,Winter,high,Rice
alluvial soil,Jharkhand,GARHWA,Autumn,high,Rice
alluvial soil,Jharkhand,GARHWA,Rabi,medium,Masoor
alluvial soil,Jharkhand,GARHWA,Winter,high,Rice
alluvial soil,Jharkhand,GIRIDIH,Autumn,high,Rice
alluvial soil,Jharkhand,GIRIDIH,Winter,high,Rice
alluvial soil,Jharkhand,GODDA,Autumn,high,Rice
alluvial soil,Jharkhand,GODDA,Rabi,medium,Masoor
alluvial soil,Jharkhand,GODDA,Winter,high,Rice
alluvial soil,Jharkhand,GUMLA,Autumn,high,Rice
alluvial soil,Jharkhand,GUMLA,Rabi,medium,Masoor
alluvial soil,Jharkhand,GUMLA,Winter,high,Rice
alluvial soil,Jharkhand,HAZARIBAGH,Autumn,high,Rice
alluvial soil,Jharkhand,HAZARIBAGH,Rabi,medium,Masoor
alluvial soil,Jharkhand,HAZARIBAGH,Winter,high,Rice
alluvial soil,Jharkhand,JAMTARA,Autumn,high,Rice
alluvial soil,Jharkhand,JAMTARA,Winter,high,Rice
alluvial soil,Jharkhand,KODERMA,Autumn,high,Rice
alluvial soil,Jharkhand,KODERMA,Rabi,medium,Masoor
alluvial soil,Jharkhand,KODERMA,Winter,high,Rice
alluvial soil,Jharkhand,LATEHAR,Autumn,high,Rice
alluvial soil,Jharkhand,LATEHAR,Rabi,medium,Masoor
alluvial soil,Jharkhand,LATEHAR,Winter,high,Rice
alluvial soil,Jharkhand,LOHARDAGA,Autumn,high,Rice
alluvial soil,Jharkhand,LOHARDAGA,Rabi,medium,Masoor
alluvial soil,Jharkhand,LOHARDAGA,Winter,high,Rice
alluvial soil,Jharkhand,PAKUR,Autumn,high,Rice
alluvial soil,Jharkhand,PAKUR,Rabi,medium,Masoor
alluvial soil,Jharkhand,PAKUR,Winter,high,Rice
alluvial soil,Jharkhand,PALAMU,Autumn,high,Rice
alluvial soil,Jharkhand,PALAMU,Rabi,medium,Masoor
alluvial soil,Jharkhand,PALAMU,Winter,high,Rice
alluvial soil,Jharkhand,RANCHI,Autumn,high,Rice
alluvial soil,Jharkhand,RANCHI,Rabi,medium,Masoor
alluvial soil,Jharkhand,RANCHI,Winter,high,Rice
alluvial soil,Jharkhand,SAHEBGANJ,Autumn,high,Rice
alluvial soil,Jharkhand,SAHEBGANJ,Rabi,medium,Masoor
alluvial soil,Jharkhand,SAHEBGANJ,Winter,high,Rice
alluvial soil,Jharkhand,SARAIKELA KHARSAWAN,Autumn,high,Rice
alluvial soil,Jharkhand,SARAIKELA KHARSAWAN,Winter,high,Rice
alluvial soil,Jharkhand,SIMDEGA,Autumn,high,Rice
alluvial soil,Jharkhand,SIMDEGA,Rabi,medium,Masoor
alluvial soil,Jharkhand,SIMDEGA,Winter,high,Rice
alluvial soil,Jharkhand,WEST SINGHBHUM,Autumn,high,Rice
alluvial soil,Jharkhand,WEST SINGHBHUM,Rabi,medium,Masoor
alluvial soil,Jharkhand,WEST SINGHBHUM,Winter,high,Rice
alluvial soil,Karnataka,BAGALKOT,Kharif,high,Rice
alluvial soil,Karnataka,BAGALKOT,Summer,high,Rice
alluvial soil,Karnataka,BANGALORE RURAL,Kharif,high,Rice
alluvial soil,Karnataka,BANGALORE RURAL,Kharif,medium,Paddy
alluvial soil,Karnataka,BANGALORE RURAL,Rabi,high,Rice
alluvial soil,Karnataka,BANGALORE RURAL,Rabi,medium,Paddy
alluvial soil,Karnataka,BANGALORE RURAL,Summer,high,Rice
alluvial soil,Karnataka,BANGALORE RURAL,Summer,medium,Paddy
alluvial soil,Karnataka,BELGAUM,Kharif,high,Rice
alluvial soil,Karnataka,BELGAUM,Kharif,medium,Paddy
alluvial soil,Karnataka,BELGAUM,Summer,high,Rice
alluvial soil,Karnataka,BELGAUM,Summer,medium,Paddy
alluvial soil,Karnataka,BELLARY,Kharif,high,Rice
alluvial soil,Karnataka,BELLARY,Kharif,medium,Paddy
alluvial soil,Karnataka,BELLARY,Rabi,high,Rice
alluvial soil,Karnataka,BELLARY,Summer,high,Rice
alluvial soil,Karnataka,BELLARY,Summer,medium,Paddy
alluvial soil,Karnataka,BENGALURU URBAN,Kharif,high,Rice
alluvial soil,Karnataka,BENGALURU URBAN,Kharif,medium,Paddy
alluvial soil,Karnataka,BENGALURU URBAN,Rabi,high,Rice
alluvial soil,Karnataka,BENGALURU URBAN,Summer,high,Rice
alluvial soil,Karnataka,BENGALURU URBAN,Summer,medium,Paddy
alluvial soil,Karnataka,BIDAR,Kharif,high,Rice
alluvial soil,Karnataka,BIDAR,Kharif,medium,Paddy
alluvial soil,Karnataka,BIDAR,Rabi,high,Rice
alluvial soil,Karnataka,BIDAR,Rabi,medium,Paddy
alluvial soil,Karnataka,BIDAR,Summer,high,Rice
alluvial soil,Karnataka,BIJAPUR,Kharif,high,Rice
alluvial soil,Karnataka,BIJAPUR,Kharif,medium,Paddy
alluvial soil,Karnataka,BIJAPUR,Rabi,high,Rice
alluvial soil,Karnataka,CHAMARAJANAGAR,Kharif,high,Rice
alluvial soil,Karnataka,CHAMARAJANAGAR,Rabi,high,Rice
alluvial soil,Karnataka,CHAMARAJANAGAR,Summer,high,Rice
alluvial soil,Karnataka,CHIKBALLAPUR,Kharif,high,Rice
alluvial soil,Karnataka,CHIKBALLAPUR,Rabi,high,Rice
alluvial soil,Karnataka,CHIKBALLAPUR,Summer,high,Rice
alluvial soil,Karnataka,CHIKMAGALUR,Kharif,high,Rice
alluvial soil,Karnataka,CHIKMAGALUR,Kharif,medium,Paddy
alluvial soil,Karnataka,CHIKMAGALUR,Summer,high,Rice
alluvial soil,Karnataka,CHIKMAGALUR,Summer,medium,Paddy
alluvial soil,Karnataka,CHITRADURGA,Kharif,high,Rice
alluvial soil,Karnataka,CHITRADURGA,Kharif,medium,Paddy
alluvial soil,Karnataka,CHITRADURGA,Rabi,high,Rice
alluvial soil,Karnataka,CHITRADURGA,Rabi,medium,Paddy
alluvial soil,Karnataka,CHITRADURGA,Summer,high,Rice
alluvial soil,Karnataka,CHITRADURGA,Summer,medium,Paddy
alluvial soil,Karnataka,DAKSHIN KANNAD,Kharif,high,Rice
alluvial soil,Karnataka,DAKSHIN KANNAD,Kharif,medium,Paddy
alluvial soil,Karnataka,DAKSHIN KANNAD,Rabi,high,Rice
alluvial soil,Karnataka,DAKSHIN KANNAD,Rabi,medium,Paddy
alluvial soil,Karnataka,DAKSHIN KANNAD,Summer,high,Rice
alluvial soil,Karnataka,DAKSHIN KANNAD,Summer,medium,Paddy
alluvial soil,Karnataka,DAVANGERE,Kharif,high,Rice
alluvial soil,Karnataka,DAVANGERE,Rabi,high,Rice
alluvial soil,Karnataka,DAVANGERE,Summer,high,Rice
alluvial soil,Karnataka,DHARWAD,Kharif,high,Rice
alluvial soil,Karnataka,DHARWAD,Kharif,medium,Paddy
alluvial soil,Karnataka,DHARWAD,Rabi,high,Rice
alluvial soil,Karnataka,DHARWAD,Rabi,medium,Paddy
alluvial soil,Karnataka,DHARWAD,Summer,high,Rice
alluvial soil,Karnataka,DHARWAD,Summer,medium,Paddy
alluvial soil,Karnataka,GADAG,Kharif,high,Rice
alluvial soil,Karnataka,GADAG,Rabi,high,Rice
alluvial soil,Karnataka,GADAG,Summer,high,Rice
alluvial soil,Karnataka,GULBARGA,Kharif,high,Rice
alluvial soil,Karnataka,GULBARGA,Kharif,medium,Paddy
alluvial soil,Karnataka,GULBARGA,Rabi,high,Rice
alluvial soil,Karnataka,GULBARGA,Rabi,medium,Paddy
alluvial soil,Karnataka,GULBARGA,Summer,high,Rice
alluvial soil,Karnataka,GULBARGA,Summer,medium,Paddy
alluvial soil,Karnataka,HASSAN,Kharif,high,Rice
alluvial soil,Karnataka,HASSAN,Kharif,medium,Paddy
alluvial soil,Karnataka,HASSAN,Rabi,high,Rice
alluvial soil,Karnataka,HASSAN,Rabi,medium,Paddy
alluvial soil,Karnataka,HASSAN,Summer,high,Rice
alluvial soil,Karnataka,HASSAN,Summer,medium,Paddy
alluvial soil,Karnataka,HAVERI,Kharif,high,Rice
alluvial soil,Karnataka,HAVERI,Rabi,high,Rice
alluvial soil,Karnataka,HAVERI,Summer,high,Rice
alluvial soil,Karnataka,KODAGU,Kharif,high,Rice
alluvial soil,Karnataka,KODAGU,Kharif,medium,Paddy
alluvial soil,Karnataka,KODAGU,Rabi,high,Rice
alluvial soil,Karnataka,KODAGU,Rabi,medium,Paddy
alluvial soil,Karnataka,KODAGU,Summer,high,Rice
alluvial soil,Karnataka,KODAGU,Summer,medium,Paddy
alluvial soil,Karnataka,KOLAR,Kharif,high,Rice
alluvial soil,Karnataka,KOLAR,Kharif,medium,Paddy
alluvial soil,Karnataka,KOLAR,Rabi,high,Rice
alluvial soil,Karnataka,KOLAR,Rabi,medium,Paddy
alluvial soil,Karnataka,KOLAR,Summer,high,Rice
alluvial soil,Karnataka,KOLAR,Summer,medium,Paddy
alluvial soil,Karnataka,KOPPAL,Kharif,high,Rice
alluvial soil,Karnataka,KOPPAL,Rabi,high,Rice
alluvial soil,Karnataka,KOPPAL,Summer,high,Rice
alluvial soil,Karnataka,MANDYA,Kharif,high,Rice
alluvial soil,Karnataka,MANDYA,Kharif,medium,Paddy
alluvial soil,Karnataka,MANDYA,Rabi,high,Rice
alluvial soil,Karnataka,MANDYA,Rabi,medium,Paddy
alluvial soil,Karnataka,MANDYA,Summer,high,Rice
alluvial soil,Karnataka,MANDYA,Summer,medium,Paddy
alluvial soil,Karnataka,MYSORE,Kharif,high,Rice
alluvial soil,Karnataka,MYSORE,Kharif,medium,Paddy
alluvial soil,Karnataka,MYSORE,Rabi,high,Rice
alluvial soil,Karnataka,MYSORE,Rabi,medium,Paddy
alluvial soil,Karnataka,MYSORE,Summer,high,Rice
alluvial soil,Karnataka,MYSORE,Summer,medium,Paddy
alluvial soil,Karnataka,RAICHUR,Kharif,high,Rice
alluvial soil,Karnataka,RAICHUR,Kharif,medium,Paddy
alluvial soil,Karnataka,RAICHUR,Rabi,high,Rice
alluvial soil,Karnataka,RAICHUR,Summer,high,Rice
alluvial soil,Karnataka,RAICHUR,Summer,medium,Paddy
alluvial soil,Karnataka,RAMANAGARA,Kharif,high,Rice
alluvial soil,Karnataka,RAMANAGARA,Rabi,high,Rice
alluvial soil,Karnataka,RAMANAGARA,Summer,high,Rice
alluvial soil,Karnataka,SHIMOGA,Kharif,high,Rice
alluvial soil,Karnataka,SHIMOGA,Kharif,medium,Paddy
alluvial soil,Karnataka,SHIMOGA,Rabi,high,Rice
alluvial soil,Karnataka,SHIMOGA,Summer,high,Rice
alluvial soil,Karnataka,SHIMOGA,Summer,medium,Paddy
alluvial soil,Karnataka,TUMKUR,Kharif,high,Rice
alluvial soil,Karnataka,TUMKUR,Kharif,medium,Paddy
alluvial soil,Karnataka,TUMKUR,Rabi,high,Rice
alluvial soil,Karnataka,TUMKUR,Rabi,medium,Paddy
alluvial soil,Karnataka,TUMKUR,Summer,high,Rice
alluvial soil,Karnataka,TUMKUR,Summer,medium,Paddy
alluvial soil,Karnataka,UDUPI,Kharif,high,Rice
alluvial soil,Karnataka,UDUPI,Rabi,high,Rice
alluvial soil,Karnataka,UDUPI,Summer,high,Rice
alluvial soil,Karnataka,UTTAR KANNAD,Kharif,high,Rice
alluvial soil,Karnataka,UTTAR KANNAD,Kharif,medium,Paddy
alluvial soil,Karnataka,UTTAR KANNAD,Rabi,high,Rice
alluvial soil,Karnataka,UTTAR KANNAD,Rabi,medium,Paddy
alluvial soil,Karnataka,UTTAR KANNAD,Summer,high,Rice
alluvial soil,Karnataka,UTTAR KANNAD,Summer,medium,Paddy
alluvial soil,Karnataka,YADGIR,Kharif,high,Rice
alluvial soil,Karnataka,YADGIR,Rabi,high,Rice
